Account_Seq_Number__c,Id,Renewal_Mode__c,Account_Name__c,ContractNumber,StartDate,EndDate,SBQQ__RenewalOpportunity__c,SBQQ__RenewalOpportunity__r.Name,SBQQ__RenewalOpportunity__r.StageName
354028-0,800Do000000xfhaIAA,Auto,A. MACCHIONE BROTHERS,7090532,2023-04-01,2024-03-31,006Do000002RgU1IAK,2024 - A. MACCHIONE BROTHERS - Renewal,Discovery
9035712-0,800Do000000xfhfIAA,Expire,6:33 Communications & Electric,7090533,2023-03-20,2024-03-19,006Do000002RgTxIAK,2024 - 6:33 Communications & Electric - Renewal,Closed Lost
2548790-0,800Do000000xfhkIAA,Auto,"United Consultants, Inc.",7090534,2023-04-01,2024-03-31,006Do000002RgVdIAK,"2024 - United Consults, Inc. - Renewal",Discovery
9042509-0,800Do000000xfhpIAA,Auto,M&N Contracting,7090535,2023-03-20,2024-03-19,006Do000002RgWRIA0,2024 - M&N Contracting - Renewal,Discovery
431420-0,800Do000000xfi4IAA,Auto,JOSEPH BOTTI CO INC,7090538,2023-06-01,2024-05-31,006Do000002RgY3IAK,2024 - JOSEPH BOTTI CO INC - Renewal,Discovery
191297-0,800Do000000xfiJIAQ,Auto,"All Air Mechanical Contractors, Inc.",7090540,2023-04-01,2025-03-31,006Do000002RgcFIAS,"2025 - All Air Mechanical Contractors, Inc. - Renewal",Discovery
710702-0,800Do000000xfjHIAQ,Auto,TROPIC FENCE INC,7090541,2023-05-01,2025-04-30,006Do000002RgsoIAC,2025 - TROPIC FENCE INC - Renewal,Discovery
9030118-0,800Do000000xfkPIAQ,Auto,"Ronie Construction, Inc.",7090542,2023-03-21,2024-03-20,006Do000002RhJHIA0,"2024 - Ronie Construction, Inc. - Renewal",Discovery
9032074-0,800Do000000xfkeIAA,Auto,Prodigy Window Tint,7090545,2023-04-01,2025-03-31,006Do000002RhKFIA0,2025 - Prodigy Window Tint - Renewal,Discovery
7260384-0,800Do000000xfktIAA,Auto,"Bravi Electric, Inc.",7090548,2023-04-01,2025-03-31,006Do000002RhLcIAK,"2025 - Bravi Electric, Inc. - Renewal",Discovery
7930289-0,800Do000000xflSIAQ,Auto,Island Turf LLC,7090553,2023-03-27,2024-03-26,006Do000002RhOCIA0,2024 - Island Turf LLC - Renewal,Discovery
330399-0,800Do000000xflXIAQ,Manual,Dengler Demolition,7090554,2023-04-01,2025-03-31,006Do000002RhOMIA0,2025 - Dengler Demolition - Renewal,Discovery
8326538-0,800Do000000xflmIAA,Auto,Allied Building Contractors,7090555,2023-04-01,2025-03-31,006Do000002RhS9IAK,2025 - Allied Building Contractors - Renewal,Discovery
842613-0,800Do000000xfm1IAA,Auto,Mastercraft Plumbing & Heating,7090556,2023-04-01,2024-03-31,006Do000002RhVrIAK,2024 - Mastercraft Plumbing & Heating - Renewal,Discovery
5879948-0,800Do000000xfm6IAA,Auto,"Seaway Timber Harvesting, Inc.",7090557,2023-03-31,2024-03-30,,,
548395-0,800Do000000xfmQIAQ,Auto,Exterior Options,7090561,2023-03-01,2025-02-28,006Do000002RhcTIAS,2025 - Exterior Options - Renewal,Discovery
160626-0,800Do000000xfmfIAA,Auto,"National Truss Co., Inc.",7090562,2023-04-01,2024-03-31,006Do000002RhdHIAS,"2024 - National Truss Co., Inc. - Renewal",Discovery
626716-3,800Do000000xfmuIAA,Manual,Commercial Scaffolding of California Incorporated,7090563,2023-01-03,2024-01-02,006Do000002RhdvIAC,2024 - Commercial Scaffolding of California Incorporated - Renewal,Discovery
9036390-0,800Do000000xfn4IAA,Auto,"JJL Landscaping, Inc.",7090564,2023-03-21,2024-03-20,006Do000002RhfDIAS,"2024 - JJL Landscaping, Inc. - Renewal",Discovery
7124814-0,800Do000000xfn9IAA,Auto,Home Renditions LLC,7090565,2023-04-01,2025-03-31,006Do000002RhfNIAS,2025 - Home Renditions LLC - Renewal,Discovery
5708902-0,800Do000000xfnEIAQ,Auto,Dust Em Clean Maintenance Co.,7090566,2023-04-01,2025-03-31,006Do000002RhfcIAC,2025 - Dust Em Clean Maintenance Co. - Renewal,Discovery
7122042-0,800Do000000xfnTIAQ,Auto,Penn Contracting Services,7090567,2023-04-01,2025-03-31,006Do000002RhhTIAS,2025 - Penn Contracting Services - Renewal,Discovery
8631398-0,800Do000000xfnsIAA,Auto,"SKS Power and Light, Inc.",7090568,2023-04-01,2024-03-31,006Do000002RhkrIAC,"2024 - SKS Power and Light, Inc. - Renewal",Discovery
5776076-0,800Do000000xfoCIAQ,Auto,Westberg Tiles,7090569,2023-04-01,2025-03-31,006Do000002RhpwIAC,2025 - Westberg Tiles - Renewal,Discovery
7314941-0,800Do000000xfoRIAQ,Manual,Hallmark Glass Inc.,7090570,2023-03-21,2024-03-20,006Do000002RhvuIAC,2024 - Hallmark Glass Inc. - Renewal,Discovery
9037940-0,800Do000000xfobIAA,Auto,"GK Pro-Con, Inc.",7090572,2023-03-21,2024-03-20,006Do000002RhxWIAS,"2024 - GK Pro-Con, Inc. - Renewal",Discovery
9037512-0,800Do000000xfolIAA,Auto,"Surface Corporation, Inc.",7090573,2023-03-27,2024-03-26,006Do000002RhyKIAS,"2024 - Surface Corporation, Inc. - Renewal",Discovery
9041696-0,800Do000000xfovIAA,Auto,Alliance Painting,7090574,2023-03-21,2024-03-20,006Do000002RhzIIAS,2024 - Alliance Painting - Renewal,Discovery
222156-0,800Do000000xfpFIAQ,Auto,Diamond Steel & Fabrication,7090575,2023-04-01,2025-03-31,006Do000002Ri1iIAC,2025 - Diamond Steel & Fabrication - Renewal,Discovery
4704842-0,800Do000000xfpeIAA,Auto,Kennesaw Blueprint,7090576,2023-04-01,2025-03-31,006Do000002Ri3UIAS,2025 - Kennesaw Blueprint - Renewal,Discovery
2571496-0,800Do000000xfq3IAA,Auto,Innovation Electrical Service,7090579,2023-04-01,2025-03-31,006Do000002Ri6EIAS,2025 - Innovation Electrical Service - Renewal,Discovery
1917668-0,800Do000000xfqDIAQ,Auto,Service-Scape,7090581,2023-04-01,2025-03-31,006Do000002RiC2IAK,2025 - Service-Scape - Renewal,Discovery
8474986-0,800Do000000xfqIIAQ,Auto,Jedi Plumbing,7090582,2023-02-01,2024-01-31,006Do000002RiC7IAK,2024 - Jedi Plumbing - Renewal,Discovery
709134-0,800Do000000xfqmIAA,Auto,Hagemeier Excavating LLC,7090584,2023-04-01,2024-03-31,006Do000002RiKfIAK,2024 - Hagemeier Excavating LLC - Renewal,Discovery
9042481-0,800Do000000xfrBIAQ,Auto,Suite Cleaning Services LLC,7090585,2023-03-31,2024-03-30,006Do000002RiONIA0,2024 - Suite Cleaning Services LLC - Renewal,Discovery
9046216-0,800Do000000xfrGIAQ,Auto,MTZ Drywall,7090586,2023-03-21,2024-03-20,006Do000002RiOXIA0,2024 - MTZ DRYWALL LLC. - Renewal,Discovery
537872-0,800Do000000xfrLIAQ,Auto,AirFit HVAC LLC,7090587,2023-04-01,2024-03-31,006Do000002RiPGIA0,2024 - Air Fit HVAC LLC - Renewal,Discovery
5500296-0,800Do000000xfrVIAQ,Auto,Advantage Flooring Inc.,7090588,2023-03-01,2023-08-31,006Do000002RiUBIA0,2023 - Advantage Flooring Inc. - Renewal,Discovery
9041726-0,800Do000000xfsnIAA,Manual,Service Living,7090592,2023-03-22,2024-03-21,006Do000002RivIIAS,2024 - Service Living - Renewal,Discovery
8971744-0,800Do000000xfssIAA,Auto,New Granite Corp.,7090593,2023-03-22,2024-03-21,006Do000002RivNIAS,2024 - New Granite Corp. - Renewal,Discovery
5964399-0,800Do000000xft2IAA,Auto,SL Concrete,7090595,2023-04-01,2025-03-31,006Do000002Riw1IAC,2025 - SL Concrete - Renewal,Discovery
995524-0,800Do000000xftHIAQ,Auto,Peak Window Coverings,7090597,2023-04-01,2025-03-31,006Do000002RiwLIAS,2025 - Peak Window Coverings - Renewal,Discovery
715965-0,800Do000000xftRIAQ,Auto,"Union County Construction Group, Inc.",7090598,2023-04-01,2024-03-31,006Do000002RiwzIAC,"2024 - Union County Construction Group, Inc. - Renewal",Discovery
5910668-0,800Do000000xftgIAA,Manual,"Commonwealth Reclamation, Demo & Const.",7090600,2023-04-01,2024-03-31,006Do000002Rj24IAC,"2024 - Commonwealth Reclamation, Demo & Const. - Renewal",Discovery
6247436-0,800Do000000xftlIAA,Auto,"AAA Contractors, Inc.",7090601,2023-04-01,2025-03-31,006Do000002Rj29IAC,"2025 - AAA Contractors, Inc. - Renewal",Discovery
1075432-0,800Do000000xftqIAA,Auto,Pampered Lawns,7090602,2023-04-01,2024-03-31,006Do000002Rj32IAC,2024 - Pampered Lawns - Renewal,Discovery
572492-0,800Do000000xftvIAA,Auto,R & R Coatings Inc.,7090603,2023-04-01,2025-03-31,006Do000002Rj3qIAC,2025 - R & R Coatings Inc. - Renewal,Discovery
5236935-0,800Do000000xfu0IAA,Auto,Alpha-Omega Communications LLC,7090604,2023-04-01,2025-03-31,006Do000002Rj40IAC,2025 - Alpha-Omega Communications LLC - Renewal,Discovery
9043260-0,800Do000000xfu5IAA,Auto,1426 LLC,7090605,2023-03-27,2024-03-26,006Do000002Rj4eIAC,2024 - 1426 LLC - Renewal,Discovery
235770-0,800Do000000xfuFIAQ,Auto,Power Electric Company,7090606,2023-04-01,2024-03-31,006Do000002RjADIA0,2024 - Power Electric Company - Renewal,Discovery
8627495-0,800Do000000xfuUIAQ,Auto,Towers Waterproofing,7090608,2023-04-01,2024-03-31,006Do000002RjBLIA0,2024 - Towers Waterproofing - Renewal,Discovery
9043357-0,800Do000000xfutIAA,Auto,Rock N Block LLC,7090610,2023-03-22,2024-03-21,006Do000002RjIMIA0,2024 - Rock N Block LLC - Renewal,Discovery
7509860-0,800Do000000xfvDIAQ,Auto,Auto Eclipse,7090611,2023-03-31,2024-03-30,006Do000002RjPDIA0,2024 - Auto Eclipse - Renewal,Discovery
9031545-0,800Do000000xfvNIAQ,Auto,Hudson Cleaning Solutions,7090613,2023-03-22,2024-03-21,,,
8626292-0,800Do000000xfvmIAA,Auto,Eastern Interior Construction,7090615,2023-04-01,2025-03-31,006Do000002RjazIAC,2025 - Eastern Interior Construction - Renewal,Discovery
7834327-0,800Do000000xfvwIAA,Auto,Superior Insulation Products,7090616,2023-04-01,2025-03-31,006Do000002RjbiIAC,2025 - Superior Insulation Products - Renewal,Discovery
6190850-0,800Do000000xfwfIAA,Auto,"Wolf Recycling & Excavating, Inc.",7090621,2023-03-22,2024-03-21,006Do000002RjqsIAC,2024 - Wolf Recycling - Renewal,Discovery
8592816-0,800Do000000xfwkIAA,Manual,"Michael Stevens Roofing & Siding, Inc.",7090622,2023-03-27,2024-03-26,006Do000002Rjr2IAC,"2024 - Michael Stevens Roofing & Siding, Inc. - Renewal",Discovery
1071091-0,800Do000000xfwpIAA,Auto,Pinnica Inc.,7090623,2023-04-01,2024-03-31,006Do000002RjqxIAC,2024 - Pinnica Inc. - Renewal,Discovery
6647176-0,800Do000000xfx4IAA,Auto,Air Flow HVAC Sheet Metal Corp.,7090624,2023-04-03,2024-04-02,006Do000002RjrlIAC,2024 - Air Flow HVAC Sheet Metal Corp. - Renewal,Discovery
624798-0,800Do000000xfx9IAA,Auto,"Structural Glass Products, Inc.",7090625,2023-04-01,2025-03-31,006Do000002Rjt3IAC,"2025 - Structural Glass Products, Inc. - Renewal",Discovery
973489-0,800Do000000xfxJIAQ,Auto,"S&B MECHANICAL, INC",7090626,2023-04-01,2024-03-31,006Do000002RjwqIAC,"2024 - S&B MECHANICAL, INC - Renewal",Discovery
8956510-0,800Do000000xfxYIAQ,Auto,"Zamar Enterprises, Inc.",7090628,2023-03-22,2024-03-21,006Do000002Rk04IAC,"2024 - Zamar Enterprises, Inc. - Renewal",Discovery
9043343-0,800Do000000xfxnIAA,Auto,Reyes Painting & Construction,7090631,2023-04-01,2024-03-31,006Do000002Rk1WIAS,2024 - Reyes Painting & Construction - Renewal,Discovery
7129432-0,800Do000000xfxsIAA,Auto,"VLS Builders, Inc.",7090632,2023-03-23,2025-03-22,006Do000002Rk25IAC,"2025 - VLS Builders, Inc. - Renewal",Discovery
9042584-0,800Do000000xfxxIAA,Auto,Taylor's Lawn Care Service LLC,7090633,2023-04-01,2024-03-31,006Do000002Rk2PIAS,2024 - Taylor's Lawn Care Service LLC - Renewal,Discovery
9040152-0,800Do000000xfy2IAA,Auto,WW Remodeling & Construction LLC,7090634,2023-03-22,2024-03-21,006Do000002Rk33IAC,2024 - WW Remodeling & Construction LLC - Renewal,Discovery
184911-0,800Do000000xfz0IAA,Auto,Gilco Scaffolding Co. LLC,7090637,2023-03-21,2025-03-20,006Do000002RkHKIA0,2025 - Gilco Scaffolding Co. LLC - Renewal,Discovery
212505-2,800Do000000xfzAIAQ,Manual,California Concrete Cleaning Inc.,7090639,2023-04-01,2025-03-31,006Do000002RkImIAK,2025 - California Concrete Cleaning Inc. - Renewal,Discovery
8879065-0,800Do000000xfzFIAQ,Auto,First Division Plumbing,7090640,2023-04-01,2024-03-31,006Do000002RkJ1IAK,2024 - First Division Plumbing - Renewal,Discovery
9043864-0,800Do000000xg0cIAA,Auto,Spotless Cleaning Service LLC,7090646,2023-04-01,2024-03-31,006Do000002RkrUIAS,"2024 - Spotless Cleaning Service, LLC - Renewal",Discovery
9042933-0,800Do000000xg0hIAA,Auto,Patagonia Builders,7090647,2023-04-25,2024-04-24,006Do000002RkroIAC,2024 - Patagonia Builders - Renewal,Discovery
9042100-0,800Do000000xg0mIAA,Auto,JAV Construction,7090648,2023-03-23,2024-03-22,006Do000002RkscIAC,2024 - JAV Construction - Renewal,Discovery
7480497-0,800Do000000xg0rIAA,Auto,Martin Verdin Roofing Co,7090649,2023-03-24,2024-03-23,006Do000002RkswIAC,2024 - Martin Verdin Roofing Co - Renewal,Discovery
3110780-0,800Do000000xg0wIAA,Auto,Highmark Roofing Services,7090650,2023-03-23,2024-03-22,006Do000002RktGIAS,2024 - Highmark Roofing Services - Renewal,Discovery
554930-1,800Do000000xg16IAA,Auto,Radix Fire Protection,7090652,2023-04-01,2025-03-31,006Do000002RkudIAC,2025 - Radix Fire Protection - Renewal,Discovery
1296283-0,800Do000000xg1VIAQ,Auto,RG Interiors,7090654,2023-04-01,2025-03-31,006Do000002Rl78IAC,2025 - RG Interiors - Renewal,Discovery
9043801-0,800Do000000xg1pIAA,Auto,Brazil Electric,7090656,2023-03-23,2024-03-22,006Do000002RlD1IAK,2024 - Brazil Electric - Renewal,Discovery
9024339-0,800Do000000xg1uIAA,Auto,JDM Property Renovations,7090657,2023-03-23,2025-03-22,006Do000002Rl6GIAS,2025 - JDM Property Renovations - Renewal,Discovery
7423132-0,800Do000000xg1zIAA,Auto,"Reidhead Plumbing, Inc.",7090658,2023-03-23,2024-03-22,006Do000002RlDfIAK,"2024 - Reidhead Plumbing, Inc. - Renewal",Discovery
339874-0,800Do000000xg29IAA,Manual,"Mount Construction Co., Inc.",7090661,2023-04-01,2025-03-31,006Do000002RlF2IAK,"2025 - Mount Construction Co., Inc. - Renewal",Discovery
590437-0,800Do000000xg2EIAQ,Auto,Pav-Lak Contracting Inc.,7090662,2023-04-01,2025-03-31,006Do000002RlFCIA0,2025 - Pav-Lak Contracting Inc. - Renewal,Discovery
8991549-0,800Do000000xg2YIAQ,Auto,JKN Doors,7090664,2023-04-01,2024-03-31,006Do000002RlK7IAK,2024 - JKN Doors - Renewal,Discovery
9042921-0,800Do000000xg2dIAA,Auto,Beaumonde Builders,7090665,2023-03-23,2024-03-22,006Do000002RlLPIA0,2024 - Beaumonde Builders - Renewal,Discovery
8598865-0,800Do000000xg2iIAA,Auto,Precise Pavers,7090666,2023-03-30,2024-03-29,006Do000002RlM3IAK,2024 - Precise Pavers - Renewal,Discovery
552469-0,800Do000000xgCdIAI,Auto,"D.D. Mitchell Construction, LLC",7090790,2023-04-01,2025-03-31,006Do000002RldEIAS,"2025 - D.D. Mitchell Construction, LLC - Renewal",Discovery
442213-0,800Do000000xgCiIAI,Auto,"J & S Electrical Contractors, Inc.",7090791,2023-04-01,2025-03-31,006Do000002RldTIAS,"2025 - J & S Electrical Contractors, Inc. - Renewal",Discovery
976816-0,800Do000000xgCnIAI,Auto,J.E. Fugh Mechanical Services Inc.,7090792,2023-04-01,2025-03-31,006Do000002RldxIAC,2025 - J.E. Fugh Mechanical Services Inc. - Renewal,Discovery
5760554-0,800Do000000xgCsIAI,Auto,National Glass Co. LLC,7090793,2023-04-01,2025-03-31,006Do000002RlaLIAS,2025 - National Glass Co. LLC - Renewal,Discovery
8524799-0,800Do000000xgCxIAI,Auto,Iconic Foundations,7090794,2023-04-01,2024-03-31,006Do000002RleCIAS,2024 - Iconic Foundations - Renewal,Discovery
787559-0,800Do000000xgDRIAY,Auto,Resurrection General Contractor,7090798,2023-03-23,2024-03-22,006Do000002RlhVIAS,2024 - Resurrection General Contractor - Renewal,Discovery
6171926-1,800Do000000xgDbIAI,Auto,"Jennosa Pools, Inc.",7090800,2023-04-01,2024-03-31,006Do000002RlhfIAC,"2024 - Jennosa Pools, Inc. - Renewal",Discovery
277513-1,800Do000000xgDqIAI,Auto,"Delesline Construction, Inc.",7090803,2023-04-01,2024-03-31,006Do000002RljvIAC,"2024 - Delesline Construction, Inc. - Renewal",Discovery
6217546-0,800Do000000xgE0IAI,Auto,"Alert Protective Services, LLC",7090805,2023-04-01,2025-03-31,006Do000002RlmaIAC,"2025 - Alert Protective Services, LLC - Renewal",Discovery
6282657-0,800Do000000xgEAIAY,Auto,Arden Electrical Solutions LLC,7090807,2023-04-01,2025-03-31,006Do000002RlnnIAC,2025 - Arden Electrical Solutions LLC - Renewal,Discovery
896976-0,800Do000000xgEKIAY,Manual,"Eubank Excavation, L.L.C.",7090808,2023-03-01,2024-02-29,006Do000002RloWIAS,"2024 - Eubank Excavation, L.L.C. - Renewal",Discovery
1369073-0,800Do000000xgEUIAY,Auto,"National Flooring, Inc.",7090809,2023-03-23,2024-03-22,006Do000002Rlr6IAC,"2024 - National Flooring, Inc. - Renewal",Discovery
1374529-0,800Do000000xgEZIAY,Auto,A Mark of Perfection Ptg. & Remodeling,7090810,2023-04-01,2025-03-31,006Do000002RlzPIAS,2025 - A Mark of Perfection Ptg. & Remodeling - Renewal,Discovery
9041700-0,800Do000000xgEoIAI,Manual,TJK Air Cleaning LLC,7090811,2023-03-29,2024-03-28,006Do000002Rm9FIAS,2024 - TJK Air Cleaning LLC - Renewal,Discovery
9035726-0,800Do000000xgI7IAI,Auto,Color Master Painting & Renovations LLC,7090818,2023-03-24,2024-03-23,006Do000002RnIDIA0,2024 - Color Master Painting & Renovations LLC - Renewal,Discovery
9040192-0,800Do000000xgICIAY,Auto,GG Renovation,7090819,2023-03-24,2024-03-23,006Do000002RnIwIAK,2024 - GG Renovation - Renewal,Discovery
8405479-0,800Do000000xgIHIAY,Auto,"The Faith Electric Group, Inc.",7090820,2023-03-24,2024-03-23,006Do000002RnJ1IAK,"2024 - The Faith Electric Group, Inc. - Renewal",Discovery
9043817-0,800Do000000xgIMIAY,Auto,Sage Orchard LLC,7090821,2023-03-31,2024-03-30,006Do000002RnJLIA0,2024 - Sage Orchard LLC - Renewal,Discovery
9043048-0,800Do000000xgIWIAY,Auto,Pride Painting Corp.,7090823,2023-04-01,2024-03-31,006Do000002RnKYIA0,2024 - Pride Painting Corp. - Renewal,Discovery
8331733-0,800Do000000xgJ5IAI,Manual,Greystone Structural,7090830,2023-04-01,2025-03-31,006Do000002RnNwIAK,2025 - Greystone Structural - Renewal,Discovery
389275-0,800Do000000xgJKIAY,Manual,Eli & Enakshi Contracting Corp dba Euro Craft Contracting,7090833,2023-05-01,2024-04-30,006Do000002RnOfIAK,2024 - Eli & Enakshi Contracting Corp dba Euro Craft Contracting - Renewal,Discovery
168161-0,800Do000000xgKNIAY,Auto,Zager Global Inc.,7090842,2023-05-01,2025-04-30,006Do000002RnVgIAK,2025 - Zager Global Inc. - Renewal,Discovery
195903-0,800Do000000xgKcIAI,Auto,Wheeler Services LLC,7090845,2023-05-01,2025-04-30,006Do000002RnXrIAK,2025 - Wheeler Services LLC - Renewal,Discovery
6783908-0,800Do000000xgL1IAI,Auto,Vision Painting & Remodeling Professionals,7090850,2023-05-01,2024-04-30,006Do000002RnflIAC,2024 - Vision Painting & Remodeling Professionals - Renewal,Discovery
8877022-0,800Do000000xgLBIAY,Auto,TRUE Mechanical Services,7090851,2023-05-01,2024-04-30,006Do000002RngjIAC,2024 - TRUE Mechanical Services - Renewal,Discovery
518235-0,800Do000000xgLVIAY,Auto,"Trans-Fleet Concrete, Inc.",7090852,2023-05-01,2025-04-30,006Do000002RnjdIAC,"2025 - Trans-Fleet Concrete, Inc. - Renewal",Discovery
963351-0,800Do000000xgLfIAI,Manual,Township Mechanical LLC,7090854,2023-05-01,2024-04-30,006Do000002RnkRIAS,2024 - Township Mechanical LLC - Renewal,Discovery
137067-0,800Do000000xgLkIAI,Auto,Total Cleaning,7090855,2023-05-01,2024-04-30,006Do000002Rnl0IAC,2024 - Total Cleaning - Renewal,Discovery
2060891-0,800Do000000xgMEIAY,Auto,"RN Landscaping Management Co., Inc.",7090860,2023-03-31,2024-03-30,006Do000002RnqeIAC,"2024 - RN Landscaping Management Co., Inc. - Renewal",Discovery
9036383-0,800Do000000xgMJIAY,Auto,Charlie Ornamental LLC,7090861,2023-04-01,2024-03-31,006Do000002RnqoIAC,2024 - Charlie Ornamental LLC - Renewal,Discovery
9040191-0,800Do000000xgMTIAY,Manual,Tv Wizards LLC,7090863,2023-04-01,2024-03-31,006Do000002RnrIIAS,2024 - Tv Wizards LLC - Renewal,Discovery
9017647-0,800Do000000xgMYIAY,Auto,My Garage & Gates,7090864,2023-04-01,2025-03-31,006Do000002RnrwIAC,2025 - My Garage & Gates - Renewal,Discovery
8548000-0,800Do000000xgMxIAI,Manual,Underground Water Resources LLC,7090866,2023-03-24,2025-03-23,006Do000002RnuMIAS,2025 - Underground Water Resources LLC - Renewal,Discovery
6500815-0,800Do000000xgN2IAI,Auto,Scale Contractors LLC,7090867,2023-03-24,2024-03-23,006Do000002RnugIAC,2024 - Scale Contractors LLC - Renewal,Discovery
9043955-0,800Do000000xgNMIAY,Auto,MP Decorative Concrete,7090869,2023-03-24,2024-03-23,006Do000002RnvZIAS,2024 - MP Decorative Concrete - Renewal,Discovery
7303609-0,800Do000000xgNbIAI,Manual,Orion Electric,7090871,2023-04-01,2024-03-31,006Do000002RnwNIAS,2024 - Orion Electric - Renewal,Discovery
2203531-0,800Do000000xgNlIAI,Auto,"Quality Striping Service, Inc.",7090873,2023-04-01,2025-03-31,006Do000002Rnx1IAC,"2025 - Quality Striping Service, Inc. - Renewal",Discovery
991236-0,800Do000000xgOAIAY,Auto,Texas Lawn & Sprinkler Co.,7090875,2023-04-01,2025-03-31,006Do000002RnyYIAS,2025 - Texas Lawn & Sprinkler Co. - Renewal,Discovery
4614465-0,800Do000000xgOtIAI,Manual,PeopleReady,7090881,2023-04-03,2024-04-02,006Do000002Ro0PIAS,2024 - PeopleReady-Turlock - Renewal,Discovery
9012115-0,800Do000000xgPIIAY,Auto,Pivotal Construction,7090886,2023-04-03,2024-04-02,006Do000002Ro2GIAS,2024 - Pivotal Construction (Arlington) - Renewal,Discovery
7674342-0,800Do000000xgPXIAY,Manual,Evergreen,7090889,2023-03-27,2024-03-26,006Do000002Ro2kIAC,2024 - Evergreen - Renewal,Discovery
646214-0,800Do000000xgPmIAI,Auto,"Paradise Tree Farm, Inc.",7090892,2023-04-01,2025-03-31,006Do000002Ro47IAC,"2025 - Paradise Tree Farm, Inc. - Renewal",Discovery
7008250-0,800Do000000xgREIAY,Auto,Platinum Overhead Door,7090907,2023-04-01,2025-03-31,006Do000002RoBIIA0,2025 - Platinum Overhead Door - Renewal,Discovery
8863355-0,800Do000000xgSvIAI,Auto,Mustang Valley Concrete,7090912,2023-04-01,2024-03-31,006Do000002RolzIAC,2024 - Mustang Valley Concrete - Renewal,Discovery
9022382-0,800Do000000xgT5IAI,Auto,Custom Outdoor Solutions,7090914,2023-03-31,2024-03-30,006Do000002Rom9IAC,2024 - Custom Outdoor Solutions - Renewal,Discovery
9027735-0,800Do000000xgTAIAY,Auto,KH Pavers,7090915,2023-04-01,2024-03-31,006Do000002RomEIAS,2024 - KH Pavers - Renewal,Discovery
8839172-0,800Do000000xgTKIAY,Auto,Quatier Construction,7090917,2023-04-03,2024-04-02,006Do000002RomTIAS,2024 - Quatier Construction - Renewal,Discovery
1359230-0,800Do000000xgTPIAY,Auto,"Mudek Trucking J & J Recycling, Inc.",7090918,2023-03-31,2025-03-30,006Do000002RomYIAS,"2025 - Mudek Trucking J & J Recycling, Inc. - Renewal",Discovery
9040631-0,800Do000000xgTUIAY,Auto,Grunt Works Construction,7090919,2023-04-27,2024-04-26,006Do000002RomdIAC,2024 - Grunt Works Construction - Renewal,Discovery
9044890-0,800Do000000xgTjIAI,Auto,"I Need Dumpster, LLC",7090922,2023-03-27,2024-03-26,006Do000002RomxIAC,"2024 - I Need Dumpster, LLC - Renewal",Discovery
